taxon,EOI15_S_2019-08-21,EOI15_S_2019-09-13,EOI15_S_2019-10-23,EOI15_S_2019-11-08,EOI15_S_2019-11-28,EOI15_S_2020-01-21,EOI15_S_2020-02-07,EOI15_S_2020-03-26,EOI15_S_2020-04-23,EOI15_S_2020-05-15,EOI15_S_2020-06-09,EOI15_S_2020-07-02,EOI15_S_2020-07-15,EOI15_S_2020-07-28,EOI15_S_2020-08-14,EOI15_S_2020-09-01,EOI15_S_2020-09-23,EOI15_S_2020-10-09,EOI15_S_2020-10-22,EOI15_S_Au2020,EOI15_S_2020-12-02,EOI15_S_Wi2021
Leptolyngbyales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56352606397949e-05,0,0,1.2771718306981e-05,0
Roseimarinus,0,0,2.49700359568518e-05,8.59574224234263e-05,4.54411196691886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfatiglandaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hahella,0,0,4.99400719137036e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcobacter,0.000418786449931753,0.00021225413895571,0.000299640431482221,0.000974184120798831,0.000658896235203235,3.98946780499481e-05,0.000134996490091258,0.000121388686574411,0.000747699386503068,0.000867428075755385,0,0,0,0,0,4.95904654065178e-05,0,0,0,0,0,0.000244012313236729
KD4-96,0.000341233403648095,0.000495259657563322,0.000174790251697962,0.000343829689693705,0.000658896235203235,0.00157583978297295,0.000242993682164264,0.00031864530225783,0.000594325153374233,0.000487928292612404,0.000272645288479688,0.000342382985579634,0.000818019807765345,0.000240890534269848,0.000477974621089474,0.000239687249464836,0.000445181917519932,0.000390881515994872,0.000499444166975463,0.000414755538206304,0.00164755166160055,5.63105338238607e-05
Thalassolituus,0,0,0,5.73049482822842e-05,0,0,0,0,0,1.80714182449039e-05,0,0,0,0,0,0,0,0,0,0,0,3.75403558825738e-05
Calditrichia,0.00203188981263184,0.00244092259799066,0.00454454654414702,0.00212028308644451,0.00168132142775998,0.000299210085374611,0.000809978940547546,7.5867929109007e-05,0.000115030674846626,3.61428364898077e-05,0.000146809001489063,0.00014098122935632,4.86916552241277e-05,0.000266247432614043,0.000169603897805942,0.000198361861626071,0.000148393972506644,0.000125082085118359,6.44444086419952e-05,0.000146384307602225,3.83151549209431e-05,0.000450484270590885
Inhella,3.10212185134632e-05,1.17918966086505e-05,4.99400719137036e-05,0.000171914844846853,0.000227205598345943,0,2.69992980182515e-05,1.51735858218014e-05,1.91717791411043e-05,9.03570912245193e-05,0,0,0,0,0,0,0,0,0,0,0,0
Simiduia aestuariiviva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teredinibacter,0.000108574264797121,1.17918966086505e-05,4.99400719137036e-05,5.73049482822842e-05,2.27205598345943e-05,0,2.69992980182515e-05,0,0,0,0,0,0,0,0,0,0,0,1.61111021604988e-05,1.21986923001854e-05,0,0.00191455815001126
Actinobacteria,1.55106092567316e-05,3.53756898259516e-05,7.49101078705553e-05,0,6.8161679503783e-05,5.98420170749222e-05,2.69992980182515e-05,6.06943432872056e-05,1.91717791411043e-05,0,2.09727144984375e-05,0.000100700878111657,2.92149931344766e-05,0,3.08370723283531e-05,3.30603102710119e-05,0,7.81763031989743e-05,0,2.43973846003708e-05,7.66303098418861e-05,0
Immundisolibacteraceae,0,0,0,0,0,0,0,1.51735858218014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schekmanbacteria,3.10212185134632e-05,9.43351728692043e-05,2.49700359568518e-05,8.59574224234263e-05,4.54411196691886e-05,0.000119684034149844,0,0.000242777373148823,5.75153374233129e-05,0.000198785600693942,2.09727144984375e-05,0.000221541931845646,0.000214243282986162,0.00013946294089307,0.000154185361641766,0.00022315709432933,9.44325279587735e-05,0.000187623127677538,9.66666129629928e-05,0.00013418561530204,0.00162200822498659,3.75403558825738e-05
Leptothrix,0.000263680357364437,3.53756898259516e-05,4.99400719137036e-05,8.59574224234263e-05,0.000318087837684321,0,0,4.55207574654042e-05,3.83435582822086e-05,1.80714182449039e-05,2.09727144984375e-05,0.000100700878111657,0,1.26784491720973e-05,0,2.47952327032589e-05,0,1.56352606397949e-05,1.61111021604988e-05,0,5.10868732279241e-05,3.75403558825738e-05
MVP-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfococcaceae,0.000124084874053853,0.000165086552521108,7.49101078705553e-05,0.000171914844846853,0.000136323359007566,3.98946780499481e-05,2.69992980182515e-05,0,1.91717791411043e-05,0,2.09727144984375e-05,0,3.89533241793022e-05,0,0,1.65301551355059e-05,1.34903611369676e-05,1.56352606397949e-05,1.61111021604988e-05,4.87947692007417e-05,2.5543436613962e-05,1.87701779412869e-05
Halomonas,1.55106092567316e-05,0,0,0.000114609896564568,9.08822393383773e-05,0,0,1.51735858218014e-05,3.83435582822086e-05,0.000307214110163366,0,0,0,0,0,0,0,0,1.61111021604988e-05,0,0,0
67-14,9.30636555403896e-05,9.43351728692043e-05,7.49101078705553e-05,0.000171914844846853,6.8161679503783e-05,0.000199473390249741,2.69992980182515e-05,0,3.83435582822086e-05,0,2.09727144984375e-05,0,2.92149931344766e-05,5.07137966883891e-05,0,9.09158532452827e-05,4.04710834109029e-05,1.56352606397949e-05,0.000112777715123492,3.65960769005563e-05,0.000102173746455848,0.000150161423530295
Aenigmarchaeales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Profundibacterium,3.10212185134632e-05,2.35837932173011e-05,4.99400719137036e-05,5.73049482822842e-05,0.00015904391884216,7.97893560998963e-05,0,0,0,1.80714182449039e-05,0,2.01401756223314e-05,1.94766620896511e-05,2.53568983441945e-05,4.62556084925297e-05,0,0,0,0,0,3.83151549209431e-05,0
Aquaspirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAR116 clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraglaciecola aestuariivivens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphingomicrobium,1.55106092567316e-05,1.17918966086505e-05,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,1.26784491720973e-05,3.08370723283531e-05,0,0,0,0,1.21986923001854e-05,0,0
Syntrophales,0.000170616701824048,0.000117918966086505,7.49101078705553e-05,5.73049482822842e-05,2.27205598345943e-05,0.000199473390249741,0.000107997192073006,6.06943432872056e-05,0.000153374233128834,0,0,8.05607024893257e-05,2.92149931344766e-05,1.26784491720973e-05,3.08370723283531e-05,3.30603102710119e-05,4.04710834109029e-05,7.81763031989743e-05,3.22222043209976e-05,2.43973846003708e-05,7.66303098418861e-05,1.87701779412869e-05
Saccharicrinis,7.7553046283658e-05,3.53756898259516e-05,0,2.86524741411421e-05,0.000113602799172972,9.97366951248703e-05,2.69992980182515e-05,1.51735858218014e-05,9.58588957055215e-05,0,0.000104863572492188,2.01401756223314e-05,0,1.26784491720973e-05,0,8.26507756775297e-06,1.34903611369676e-05,0,0,4.87947692007417e-05,0,3.75403558825738e-05
Spirochaetia,0.00110125325722794,0.000341965001650866,0.000499400719137036,0.000487092060399416,0.00152227750891782,0.000119684034149844,0.000242993682164264,3.03471716436028e-05,0,0.000126499927714327,2.09727144984375e-05,2.01401756223314e-05,0,1.26784491720973e-05,0,8.26507756775297e-06,1.34903611369676e-05,0,0,0,0,0
Chromatocurvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIrii41,6.20424370269264e-05,7.07513796519032e-05,4.99400719137036e-05,0.000114609896564568,9.08822393383773e-05,1.99473390249741e-05,0.000107997192073006,7.5867929109007e-05,0.000153374233128834,3.61428364898077e-05,2.09727144984375e-05,8.05607024893257e-05,4.86916552241277e-05,3.80353475162918e-05,6.16741446567063e-05,6.61206205420238e-05,6.74518056848382e-05,3.12705212795897e-05,3.22222043209976e-05,2.43973846003708e-05,1.2771718306981e-05,0.000150161423530295
SCGC-AB-539-J10,0,0,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,1.54185361641766e-05,8.26507756775297e-06,0,0,0,0,0,1.87701779412869e-05
Gramella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroidota,0,0,4.99400719137036e-05,5.73049482822842e-05,2.27205598345943e-05,0,0.000107997192073006,6.06943432872056e-05,0.000230061349693252,0.00395764059563395,0,0,0,0,0,8.26507756775297e-06,0,0,0,0,0,0.000131391245589008
MAT-CR-H4-C10,7.7553046283658e-05,1.17918966086505e-05,2.49700359568518e-05,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muricauda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacter,6.20424370269264e-05,0,0,2.86524741411421e-05,0.000204485038511349,9.97366951248703e-05,0.000107997192073006,3.03471716436028e-05,1.91717791411043e-05,0.000216857018938846,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Aeromonadaceae,1.55106092567316e-05,0,0,8.59574224234263e-05,6.8161679503783e-05,0,2.69992980182515e-05,0,3.83435582822086e-05,3.61428364898077e-05,0,0,0,0,0,0,0,0,0,0,0,0
Sulfuriflexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidiferrobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahrensia,0,1.17918966086505e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26507756775297e-06,0,0,0,1.21986923001854e-05,1.2771718306981e-05,0
S15A-MN91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudenhygromyxa salsuginis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirellula,0,1.17918966086505e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2771718306981e-05,0
Sumerlaeia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraglaciecola,0,0,0,0,0,0,8.09978940547546e-05,0,0,3.61428364898077e-05,0,0,0,0,0,0,0,0,0,0,0,0
Tropicimonas,0.000170616701824048,9.43351728692043e-05,0.000149820215741111,0.000200567318987995,0.000227205598345943,0,8.09978940547546e-05,4.55207574654042e-05,0,0,0.000104863572492188,2.01401756223314e-05,2.92149931344766e-05,1.26784491720973e-05,7.70926808208829e-05,1.65301551355059e-05,9.44325279587735e-05,0.000109446824478564,3.22222043209976e-05,6.09934615009271e-05,7.66303098418861e-05,3.75403558825738e-05
Absconditabacteriales (SR1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piscirickettsiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangiellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microtrichales,0,0,0,0,4.54411196691886e-05,5.98420170749222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHI80-139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloacibacterium,0.000248169748107706,2.35837932173011e-05,0.000149820215741111,0.000573049482822842,0.000568013995864858,0,5.39985960365031e-05,1.51735858218014e-05,0.000421779141104294,0.000415642619632789,0,2.01401756223314e-05,0,0,1.54185361641766e-05,8.26507756775297e-06,0,0,0,0,0,0
D90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
MD3-55,0,2.35837932173011e-05,2.49700359568518e-05,0,0,1.99473390249741e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubritaleaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idiomarina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UASB-TL25,0.00274537783844149,0.000966935521909344,0.00137335197762685,0.00183375834503309,0.00227205598345943,1.99473390249741e-05,0.000404989470273773,0.000151735858218014,0.000210889570552147,0.000144571345959231,6.29181434953126e-05,0.000201401756223314,1.94766620896511e-05,0,3.08370723283531e-05,6.61206205420238e-05,2.69807222739353e-05,0,0,1.21986923001854e-05,2.5543436613962e-05,0.000356633380884451
Carnobacteriaceae,0,0,2.49700359568518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudophaeobacter,0,1.17918966086505e-05,0,0,0,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Calditrichales,0.000791041072093312,0.000825432762605537,0.00219736316420296,0.00111744649150454,0.000477131756526481,0.000159578712199793,0.00105297262271181,0.00021243020150522,0.000115030674846626,0.000614428220326731,0.000314590717476563,0.000261822283090309,0.000194766620896511,0.000304282780130334,0.000123348289313413,0.000198361861626071,0.000337259028424191,0.000125082085118359,0.000193333225925986,0.000146384307602225,7.66303098418861e-05,0.000450484270590885
Arenibacter,3.10212185134632e-05,2.35837932173011e-05,0,2.86524741411421e-05,4.54411196691886e-05,0,2.69992980182515e-05,0,1.91717791411043e-05,0,0,0,0,0,0,0,1.34903611369676e-05,0,0,1.21986923001854e-05,0,0
Fermentibacteraceae,0.00432745998262812,0.00220508466581765,0.00639232920495406,0.00406865132804218,0.00486219980460319,0.000897630256123833,0.00175495437118635,0.000409686817188638,0.000230061349693252,0.000307214110163366,0.000671126863950001,0.000463224039313623,0.000204504951941336,0.000354996576818724,0.000354626331776061,0.000314072947574613,0.000620556612300511,0.000406516776634667,0.000257777634567981,0.000378159461305748,0.00075353138011188,0.000469254448532172
Thalassotalea marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woeseiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedobacter,1.55106092567316e-05,0,2.49700359568518e-05,0,4.54411196691886e-05,0,0,1.51735858218014e-05,5.75153374233129e-05,7.22856729796154e-05,0,0,0,0,0,0,0,0,0,0,0,0
ST-12K33,0.000201637920337511,0.000106127069477855,0.000224730323611666,0.000659006905246268,0.000431690636857292,0,0,1.51735858218014e-05,0.000115030674846626,0.000180714182449039,0,0,0,0,0,0,0,0,1.61111021604988e-05,0,0,1.87701779412869e-05
OPB41,0.00234210199776647,0.0022168765624263,0.000898921294446664,0.00131801381049254,0.0016131597482562,0.00943509135881273,0.00191695015929586,0.00235190580237922,0.00504217791411043,0.00384921208616452,0.00589333277406095,0.00394747442197696,0.00755694489078462,0.00174962598574942,0.00366961160707402,0.00219024555545454,0.00720385284714072,0.00351793364395384,0.00692777392901448,0.00581877622718845,0.00816112799816087,0.000581875516179893
Haliscomenobacter,1.55106092567316e-05,2.35837932173011e-05,0,0.000200567318987995,0.000113602799172972,0,0,0,1.91717791411043e-05,5.42142547347116e-05,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Syntrophobacterales,6.20424370269264e-05,3.53756898259516e-05,2.49700359568518e-05,2.86524741411421e-05,2.27205598345943e-05,5.98420170749222e-05,8.09978940547546e-05,3.03471716436028e-05,1.91717791411043e-05,5.42142547347116e-05,8.38908579937501e-05,0.000201401756223314,8.76449794034298e-05,0.000164819839237265,0.000107929753149236,9.91809308130357e-05,6.74518056848382e-05,4.69057819193846e-05,8.0555510802494e-05,6.09934615009271e-05,0.000268206084446601,0.000131391245589008
Marinagarivorans,3.10212185134632e-05,0,0,5.73049482822842e-05,0.000249926158180538,0,2.69992980182515e-05,3.03471716436028e-05,5.75153374233129e-05,1.80714182449039e-05,0,0,0,0,0,0,0,0,0,0,0,0
Pajaroellobacter,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EV818SWSAP88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariniflexile,3.10212185134632e-05,0,2.49700359568518e-05,5.73049482822842e-05,0,0,0,1.51735858218014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halarcobacter,0.000558381933242338,9.43351728692043e-05,0.000249700359568518,0.000171914844846853,0.000204485038511349,9.97366951248703e-05,5.39985960365031e-05,1.51735858218014e-05,0,5.42142547347116e-05,0,2.01401756223314e-05,0,0,0,0,1.34903611369676e-05,0,0,1.21986923001854e-05,0,9.38508897064344e-05
Acidobacteria group 22,0.000558381933242338,0.000601386727041177,0.000474430683180184,0.000401134637975989,0.000318087837684321,0.000817840900023937,0.000944975430638803,0.000637290604515659,0.000575153374233129,0.00164449906028625,0.000817935865439064,0.00147023282043019,0.00080828147672052,0.000595887111088572,0.00228194335229813,0.000983544230562604,0.00147044936392947,0.0015322555426999,0.0014016658879634,0.00115887576851761,0.00107282433778641,0.000431714092649598
Puniceispirillales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacter,0,0,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliikangiella marina,0,1.17918966086505e-05,0,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Magnetospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rheinheimera,0,0,2.49700359568518e-05,0.00014326237070571,0.00015904391884216,0,0,0,0,5.42142547347116e-05,0,0,0,0,0,0,0,0,0,0,0,0
pLW-20,0,0,0,0,2.27205598345943e-05,0,0,1.51735858218014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50807117651475e-05
Bacteriovoracales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenicella xantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiaceae,0.000325722794391364,0.000141502759303806,0.000149820215741111,0.000343829689693705,0.000249926158180538,0.000398946780499481,0.000296992278200767,6.06943432872056e-05,0.00026840490797546,0.000343356946653173,0.000293618002978125,8.05607024893257e-05,4.86916552241277e-05,8.87491442046809e-05,7.70926808208829e-05,0.000438049111090908,6.74518056848382e-05,9.38115638387692e-05,4.83333064814964e-05,8.53908461012979e-05,0.000102173746455848,0.000656956227945041
Marimicrobium arenosum,0.000325722794391364,0.000353756898259516,0.000299640431482221,0.000515744534540558,0.000295367277849726,0,8.09978940547546e-05,0.000227603787327021,0.00013420245398773,0.000126499927714327,4.19454289968751e-05,6.04205268669943e-05,8.76449794034298e-05,8.87491442046809e-05,6.16741446567063e-05,4.13253878387649e-05,2.69807222739353e-05,0,0,2.43973846003708e-05,5.10868732279241e-05,0.000168931601471582
Limibacillus,0,1.17918966086505e-05,0,0,0,0,0,0,0,9.03570912245193e-05,0,2.01401756223314e-05,0,0,0,8.26507756775297e-06,0,0,0,1.21986923001854e-05,0,0
P.palmC41,1.55106092567316e-05,0,0,2.86524741411421e-05,0,0,0,0,3.83435582822086e-05,9.03570912245193e-05,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenophilaceae,0.000372254622161559,0.000188670345738409,0.000324610467439073,0.00068765937938741,0.000568013995864858,0.000378999441474507,0.000296992278200767,9.10415149308085e-05,5.75153374233129e-05,0.000144571345959231,8.38908579937501e-05,0.000120841053733989,8.76449794034298e-05,3.80353475162918e-05,6.16741446567063e-05,9.91809308130357e-05,0.000202355417054515,9.38115638387692e-05,0.000177222123765487,0.00015858299990241,0.000229890929525658,5.63105338238607e-05
Niveibacterium,0.00153555031641643,0,0,0,6.8161679503783e-05,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,1.2771718306981e-05,0
Actinomyces,0.00128738056830872,0.000860808452431489,0.000873951258489812,0.0010887940173634,0.00156771862858701,0.00145615574882311,0.000377990172255521,0.000394513231366837,0.000517638036809816,0.000180714182449039,0.000272645288479688,0.000161121404978651,0.000243458276120638,0.000190176737581459,0.000107929753149236,0.000132241241084048,0.000175374694780579,0.000281434691516308,0.000225555430246983,0.000170781692202596,0.000242662647832639,0.000319093025001877
Algibacter,4.65318277701948e-05,0,0,2.86524741411421e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacunisphaera,3.10212185134632e-05,1.17918966086505e-05,2.49700359568518e-05,0,9.08822393383773e-05,5.98420170749222e-05,5.39985960365031e-05,3.03471716436028e-05,3.83435582822086e-05,0.000144571345959231,0,0,0,0,0,0,0,0,0,0,0,5.63105338238607e-05
Pseudoalteromonas,1.55106092567316e-05,2.35837932173011e-05,0,0,0,0,5.39985960365031e-05,1.51735858218014e-05,5.75153374233129e-05,0.000198785600693942,0,2.01401756223314e-05,3.89533241793022e-05,0,0,0,0,0,0,0,0,0
Rhizobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erythrobacter gangjinensis,0,0,0,0,0,3.98946780499481e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palleronia-Pseudomaribius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaeta perfilievii,4.65318277701948e-05,0,4.99400719137036e-05,0.000171914844846853,0.000295367277849726,0,8.09978940547546e-05,1.51735858218014e-05,1.91717791411043e-05,0.000668642475061443,0,6.04205268669943e-05,0,0,0,8.26507756775297e-06,0,0,0,0,0,7.50807117651475e-05
Alkalimarinus,0.000837572899863507,0.000778265176170935,0.000873951258489812,0.00128936133635139,0.000590734555699452,3.98946780499481e-05,0.000296992278200767,0.000348992473901432,0.000651840490797546,0.00113849934942894,8.38908579937501e-05,0.000362523161201966,1.94766620896511e-05,7.60706950325836e-05,0.000123348289313413,0.000148771396219554,5.39614445478705e-05,1.56352606397949e-05,4.83333064814964e-05,3.65960769005563e-05,0,0.000488024626473459
Parahaliea,0.000837572899863507,0.00121456535069101,0.00137335197762685,0.00146127618119825,0.000886101833549179,0.000199473390249741,0.00105297262271181,0.00127458120903132,0.000421779141104294,0.00168064189677606,0.000671126863950001,0.00130911141545154,0.00112964640119976,0.00167355529071684,0.00186564287586537,0.00113231562678216,0.00118715178005315,0.00103192720222646,0.000579999677777957,0.0010856836147165,0.00268206084446601,0.000976049252946918
Candidatus Megaira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26507756775297e-06,0,0,0,1.21986923001854e-05,0,0
Microbacteriaceae,0.000403275840675022,0.000200462242347059,0.000199760287654814,0.000286524741411421,0.000408970077022698,0.00117689300247347,0.000161995788109509,0.000182083029861617,0.00040260736196319,0.000505999710857308,0.00025167257398125,0.000181261580600983,0.000447963228061975,0.000164819839237265,0.000107929753149236,0.00022315709432933,0.000296787945013288,0.000140717345758154,0.000306110941049477,0.000219576461403338,0.000510868732279241,0.000150161423530295
Sporosarcina,0,0,4.99400719137036e-05,0,2.27205598345943e-05,0,0,0,0,0,0,0,0,0,1.54185361641766e-05,8.26507756775297e-06,1.34903611369676e-05,0,0,0,1.2771718306981e-05,1.87701779412869e-05
Truepera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSAC18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnetovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlamydiae,0,1.17918966086505e-05,0,0,0,0.000179526051224767,0,0,1.91717791411043e-05,0.000162642764204135,0,0,8.76449794034298e-05,0,0,8.26507756775297e-06,1.34903611369676e-05,4.69057819193846e-05,0,6.09934615009271e-05,5.10868732279241e-05,0
Bacteriovoracaceae,0,3.53756898259516e-05,2.49700359568518e-05,8.59574224234263e-05,0,0,0.000134996490091258,0,3.83435582822086e-05,0,2.09727144984375e-05,4.02803512446629e-05,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Sediminibacterium,0,0,2.49700359568518e-05,0,6.8161679503783e-05,0,0,0,1.91717791411043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachyspirae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinoroseobacter,7.7553046283658e-05,9.43351728692043e-05,9.98801438274071e-05,8.59574224234263e-05,4.54411196691886e-05,0,5.39985960365031e-05,3.03471716436028e-05,0,0,4.19454289968751e-05,0.000100700878111657,0,1.26784491720973e-05,0,8.26507756775297e-06,0,0,1.61111021604988e-05,2.43973846003708e-05,2.5543436613962e-05,5.63105338238607e-05
d142,0.000403275840675022,0.000495259657563322,0.00027467039552537,0.000315177215552563,0.000295367277849726,0.0016157344610229,0.000215994384146012,0.000303471716436028,0.000440950920245399,0.000180714182449039,0.000440427004467188,0.000342382985579634,0.000866711462989473,0.000316961229302432,0.000385463404104414,0.000281012637303601,0.000580085528889608,0.000359610994715282,0.000499444166975463,0.000658729384210013,0.0014815193236098,0.000225242135295443
Coleofasciculus PCC-7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21986923001854e-05,0,0
Rivibacter,0,3.53756898259516e-05,0,0,0,0,0,0,0,7.22856729796154e-05,0,2.01401756223314e-05,0,0,0,0,0,0,0,0,0,1.87701779412869e-05
Verruc-01,0.000511850105472143,0.000742889486344984,0.0014482620854974,0.000573049482822842,0.000386249517188104,0.000279262746349637,0.000863977536584049,0.000182083029861617,0.00013420245398773,0.000650571056816539,0.000230699859482813,0.000725046322403931,0.000126598303582732,0.000748028501153739,0.000524230229582003,0.000281012637303601,0.000296787945013288,0.000281434691516308,0.000257777634567981,0.000146384307602225,0.00012771718306981,0.000619415872062467
Cyanobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izemoplasmatales,0.00676262563593498,0.00482288571293807,0.00751598082301239,0.00338099194865477,0.00297639333833186,0.000259315407324663,0.00240293752362439,0.000500728332119447,0.000153374233128834,0.00299985542865404,0.000272645288479688,0.00195359703536615,4.86916552241277e-05,0.000393031924335015,0.000138766825477589,0.000603350662445967,5.39614445478705e-05,3.12705212795897e-05,1.61111021604988e-05,6.09934615009271e-05,2.5543436613962e-05,0.00198963886177641
Aquabacterium,0.000946147164660628,9.43351728692043e-05,0.000724131042748702,0.00255007019856165,0.00170404198759457,0,5.39985960365031e-05,0.000197256615683418,0.000632668711656442,0.000740928148041058,0,2.01401756223314e-05,0,0,0,2.47952327032589e-05,0,0,4.83333064814964e-05,1.21986923001854e-05,2.5543436613962e-05,5.63105338238607e-05
Pelagicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0319-6G20,0.000372254622161559,0.000400924484694118,0.000499400719137036,0.000114609896564568,4.54411196691886e-05,0,0,1.51735858218014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urania-1B-19 marine sediment group,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26784491720973e-05,0,8.26507756775297e-06,1.34903611369676e-05,0,0,0,0,0
Bifidobacterium,0.00107023203871448,0.000624970520258478,0.000824011186576109,0.000859574224234263,0.00213573262445187,0.00133647171467326,0.000188995086127761,0.000485554746297645,0.000479294478527607,0.000867428075755385,0.000335563431975001,0.000302102634334971,0.000204504951941336,0.000291604330958237,0.000169603897805942,0.000247952327032589,0.00028329758387632,0.000109446824478564,0.000161111021604988,0.000182980384502781,0.000178804056297734,0.000450484270590885
